,id,conversation_id,created_at,date,tweet,hashtags
91,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"Blaming on one person or entire community is wrong comments against COVID 19 spreading accross the country.we must know about situation and circumstance to resolve the problems by strict measures to lock down, stay home, social distence etc to save our soul 🙏 our family and frie  https://twitter.com/pradip103/status/1248939554788323330 …",[]
92,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"#ArogyaSetuApp could well be made mandatory and will be your travel e-pass, so that your location can be easily monitored and tracked. Lets see if it happens post #lockdown or now. As of now, lockdown looks all set to be extended. #COVID__19 #coronavirus #Lockdownextention","['#arogyasetuapp', '#lockdown', '#covid__19', '#coronavirus', '#lockdownextention']"
93,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"With the increase in number of cases in Maharashtra, @CMOMaharashtra is right in extending the lockdown. Warns his people to follow lockdown or get ready to face more extensions. Stern yet a mellowed address. Much needed for resting the rumors doing rounds. #lockdown #COVID__19","['#lockdown', '#covid__19']"
94,1.25E+18,1.25E+18,1.59E+12,11-04-2020,@myogiadityanath @PMOIndia @ptshrikant @CMOfficeUP @CMOGuj @AmitShah sir either give us permission to bring my home by our vehicle or plz arrange by your self if possible we will highly obliged to you #bringbackmybrotherhome #lockdown #covid-19,"['#bringbackmybrotherhome', '#lockdown', '#covid']"
95,1.25E+18,1.25E+18,1.59E+12,11-04-2020,Divide country into covid and noncovid areas. Different regulations or measure to fight this pandemic. Plz don't extend lockdown indiscriminately. I shouldn't be forced to choose between life and livelihood.@Parbhani_Police @PMOIndia @uddhavthackeray @RajivKumar1 @ShekharGupta,[]
96,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"Y'day COVID cases crossed 1000 figure in single day. This means per day min 5k people are infected considering India is at the bottom of per million testing list.
It will take just 4 days to cross 10k cases per day. Now decide, lockdown extension is required or not?",[]
97,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"#CoronavirusOutbreak 
Today the government will discuss whether the current COVID-19 lockdown ought to be extended beyond its initial three week limit. Would you support or oppose the current lockdown measures being extended?",['#coronavirusoutbreak']
98,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"Simple way to contain lockdown violations is to announce that any one on road, lane or bye lane with out permission & purpose shall be arrested and his service's shall be utilized to serve the patients of Covid 19 under treatment. @ HMS of states&UT@PM @ State CMS@All Tv channel",[]
99,1.25E+18,1.25E+18,1.59E+12,11-04-2020,"@lavagarwal @covid19indiaorg 
As per daily monitoring the dashboard of Covid 19 it is clear that community transmission starts now, What is the Action Plan for the same. Also  I asked to you that can lockdown is success or not.  pic.twitter.com/5Tzr3eexbj",[]
100,1.25E+18,1.25E+18,1.59E+12,10-04-2020,"@PemaKhanduBJP @KirenRijiju Sir plz 🙏🙏🙏 do continue, on going lockdown to extended for another 
1 month 
If lock down lifted or relaxed, there are high chance that many asymptomic COVID 19 carriers may enter the region #Arunachal",['#arunachal']
101,1.25E+18,1.25E+18,1.59E+12,10-04-2020,"#Covid_19 #SARSCoV_2 #coronavirusinindia
Live session by Advocate Sekhar Bhattacharya.
COVID-19 LOCKDOWN ANALYSIS:
1. Positive sides of lockdown.
2. Negative sides of lockdown.
3. Why COVID-19 matter turning religious in nature in India? Is it right or wrong?

#IndiaFightsCorona pic.twitter.com/jmV3TrSTPH","['#covid_19', '#sarscov_2', '#coronavirusinindia', '#indiafightscorona']"
102,1.25E+18,1.25E+18,1.59E+12,10-04-2020,Very well done. No one should have  privileges during the covid-19 lockdown. Rich or poor must adhere to rules and regulations to combat covid-19  https://twitter.com/AnilDeshmukhNCP/status/1248347800796106762 …,[]
103,1.25E+18,1.25E+18,1.59E+12,10-04-2020,"People do follow the #Lockdown strictly. No Individual is allowed to make any  unnecessary movements. Don't get engaged into Public / Private gatherings or Social Activities. 
*These restrictions are necessary to prevent the spread of #Covid_19 by mandating #Social_Distancing. pic.twitter.com/nhoiWwaLL9","['#lockdown', '#covid_19', '#social_distancing']"
104,1.25E+18,1.25E+18,1.59E+12,10-04-2020,"Hello Zee team

My self amit sharma from amritsar Punjab. My question is what is the next step of covid-19 from our respective pm sir.. and is the lockdown is extended or not.. Thanks for accurate information done by you on time

Thanks  
@AskZee#
@ sudhirchaudhary 
@Mimansa_Zee",[]
105,1.25E+18,1.25E+18,1.59E+12,10-04-2020,"#lockdown Human body has a maladaptive response to COVID-19. 💊
I think people should prepare for a prolonged lockdown unless they have a good immune system or are vampires with antibodies in the blood to ward off infection. 😬
I believe 2020 to be the year of coronavirus. 💉",['#lockdown']
106,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"#MPFightsCorona: Anybody from MP currently outside the State needing to travel back or in any district of MP due to Death in immediate family or Medical Emergency can request for an COVID-19 Lockdown ePass by calling on 0755 2411180.

#IndoreFightsCorona #Indore #IndoreTalk #Help pic.twitter.com/lRawoqy7pG","['#mpfightscorona', '#indorefightscorona', '#indore', '#indoretalk', '#help']"
107,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"If you let people free, yes, deaths due to COVID would far exceed deaths due to hunger or road accidents!
Yes, 21 days isn't sufficient because the disease has gestation of 15 days! Why blame authorities for that? 
We need a couple of months strict lockdown in major urban centers",[]
108,1.25E+18,1.25E+18,1.59E+12,09-04-2020,Impact of lockdown. No cleaning done since lockdown.. solid waste thrown on road. No Dustbin setup. @HDMC @SwatchBharat4u  either die of covid-19 or hunger or some disease.  pic.twitter.com/yvORmHE5kw,[]
109,1.25E+18,1.25E+18,1.59E+12,09-04-2020,Sir hamare yaha ek sunil dhakere ki kirane ki dukan hai jo ki lock down 22/04/2020 se aj tak band nahi hui hai wo din bhar mai na jane kitne grahakon ko saman deta hai or ye bhi pata laga pana muskil hai ki kisko kiske jariye covid-19 to nahi fail raha hai,[]
110,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"Avoiding any contact with Covid-19 virus, directly or indirectly is adviced 1.Stay at home avoiding any contact with others.2.Bear Face masks.3 Wash hands regularly & sanitation around 4.Stay 6 feet away from each other Social Distancing complete lockdown is needed.God bless you.  pic.twitter.com/kHOpzWqQRA",[]
111,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"Every task given by #ModiJi is just to keep a check if the stupid people in the country are still alive or not.

It’s nice that someone is keeping a check on them!

#COVID #COVID19 #lockdown","['#modiji', '#covid', '#covid19', '#lockdown']"
112,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"We all NSS Volunteers are ready to serve the society and country against COVID-19. Waiting for an official notice or order.

We appeal to all, Please follow Lockdown.
Stay at Home, Stay Safe!

@_NSSIndia @NSSRDPATNA @YASMinistry @narendramodi @KirenRijiju @MoHFW_INDIA
#StayAtHome",['#stayathome']
113,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"You call this lockdown and call for compulsory social distancing draconian. How do you define the situation in UK, where you don’t even have a clear estimate of the number of covid 19 cases or deaths?! Apparently Ul hoped for herd immunity?",[]
114,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"Whether lock down stays or not the things absolutely certain are people have to stay at home as far as possible,the social distancing have to be practiced religiously whenever one needs to go out & the wearing of the mask is mandatory till the persons are vaccinated of COVID-19.",[]
115,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"Just heard d news that Delhi govt seal 20 covid-19 hotspot of Delhi but they don't announce the date for sanitize of that areas please announce the date or how much days you take to sanitize them so its easy for them to understand how many more days they lockdown
#ArvindKejriwal",['#arvindkejriwal']
116,1.25E+18,1.25E+18,1.59E+12,09-04-2020,"If you look at COVID-19 Graph, number of fresh & active cases, the curve is down, recovery numbers are up. Sudden surge in numbers was due to irresponsible act of a sect. Its fear vs rationale thinking. Call it value buying or bottom fishing. Partial lifting of lockdown likely.",[]
117,1.25E+18,1.25E+18,1.59E+12,08-04-2020,@narendramodi rapid increase in Covid cases entails inevitable extension of total lockdown for at least 2 weeks or more I guess. Avoiding spike in nos. first priority too. States need to quickly step up testing n eqpt for docs n staff. Care of daily wage ,[]
118,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"Extended Lockdown means more Mental Trauma, goddammit
Fuck YOU COVID 19
Would have been peacefully working with an event firm or social media organization by now and booking solo trip for Manali by year end
Now, Sitting at Home with almost broke & no food.",[]
119,1.25E+18,1.25E+18,1.59E+12,08-04-2020,@myogiadityanath @manishBJPUP @SureshKKhanna @Satishmahanaup The declaration of stricter lockdown in 16 Districts has raised more doubts and people are worried and feel maybe something seriously wrong in these Districts. Figures displayed on Covid 19 trac,[]
120,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"Request You Sir
Please Do Flag March In Khanpur Village
Because Lot Of People Standing In Streets For Time Pass.
They Doesn't take Covid 19 or Lockdown Seriously.

Jai Hind Jai Bharat",[]
121,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"Whether lockdown there or no, it's our civic responsibility to continue to practice social distancing & maintain hygiene to fight this battle against Covid-19! Keep your city clean as GHMC & others has tried beautifying it for our betterment.",[]
122,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"We all agree that if we want to win against covid-19, lock down is only way. But government also should think what about those people who stuck somewhere because job an all.. Give some time attest 2 or 3 days  they can reach at home. 
After that we all with you yogi and modi sir.",[]
123,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"We all agree that if we want to win against covid-19, lock down is only way. But government also should think what about those people who stuck somewhere because job an all.. Give some time attest 2 or 3 days  they can reach at home.. 
After that we all with you modi sir. – at New palace Shree Chhatrapati Shahu Museum",[]
124,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"Please sir I promise that . ..where is the proof of death or China or defense or COVID 19??? But I take hold of lockdown and national emergency for 2years  Will lead continous but unchange my final decision sir minimum Rs20,000crores from Rafale and unable pay solutions zero bala",[]
125,1.25E+18,1.25E+18,1.59E+12,08-04-2020,"For poor left with no work due to ongoing lockdown, the worry is what will hit them first - covid or hunger. As is said often, social distancing is a luxury that rich can afford; it is a sledgehammer on the poor.",[]
126,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"#TRIPURA POLICE 🚨

Police are Live to Serve the People

Be it Corona or cyclone or any other disaster, They are always there at your service 24 x 7""

Cooperate with your police, Help them to serve you even better ...

Policing during the  Tripura lockdown of COVID-19 threat..  pic.twitter.com/VV858gHWQQ",['#tripura']
127,1.25E+18,1.25E+18,1.59E+12,07-04-2020,What you all think who is the Real Animal WE (Humans) or Animals #coronavirus #COVID #COVID19 #lockdowneffect #lockdown #IndiaFightsCorona #StayHome #StayHomeIndia https://twitter.com/Sachins887999/status/1247551900750245890 …,"['#coronavirus', '#covid', '#covid19', '#lockdowneffect', '#lockdown', '#indiafightscorona', '#stayhome', '#stayhomeindia']"
128,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Psalms119:130
The unfolding of your words gives light;it gives understanding to the simple.

  Are you affected by covid-19 or under lockdown?#UnderstandingThisDistress is being well explained by the two dreadful prophets now..now!Please tune in wherever you could be. pic.twitter.com/a2pDJpJEgo",['#understandingthisdistress']
129,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Every state has been taken stands for extending lockdown but only west Bengal government has yet to decide on it , it is very much obvious dat since the covid 19 effected numbers not been clearly declared or number so it wud b very much difficult to extend lockdown as usual !!!",[]
130,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Don't abandon or dump puppies and kittens after reading fake news. Another 5 puppies dumped in the shelter during the lockdown. 
#puppygram #coronaindia #covid_19 #bluecrossofindia #Lockdown #donate @ Blue Cross of…  https://www.instagram.com/p/B-rl-8gDlPc/?igshid=l8r6z74jds5v …","['#puppygram', '#coronaindia', '#covid_19', '#bluecrossofindia', '#lockdown', '#donate']"
131,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"I have 225 followers on twitter. if each contribute Rs.50/- or more for the campaign, we will be able to help many more families during the lockdown.
@upasanasociety NGO

 https://bit.ly/2JLiWQz 
#covid_19 #donate #contribute #grocery #socialwork #ngo #underprivileged #csr pic.twitter.com/JrSu6dsZo1","['#covid_19', '#donate', '#contribute', '#grocery', '#socialwork', '#ngo', '#underprivileged', '#csr']"
132,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Lockdown ko or bdha kar bhi kuch hone wla nhi hai , lockdown hone se pahle bhi covid-19 ke marij kam hi the lekin ja lockdown lga tb or bdhe , markaj k log to 4-5 din baad aaye the saamne",[]
133,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Question - Why sanitization and other initiatives ( @gurugaman groceries service etc) is not happening in #Dwarkaexpressway sectors, I reside in sec 107 and no sanitization or other initiatives taken here by authorities #lockdown #Covid_19 #TownHall #covid19","['#dwarkaexpressway', '#lockdown', '#covid_19', '#townhall', '#covid19']"
134,1.25E+18,1.25E+18,1.59E+12,07-04-2020,They said due to lockdown bus transportation is stopped so they can't bring Medicine from bbsr and other problem is the spread of covid-19 so no one is going to bbsr.if bbsr police will bring 2 Stripe Medicine to uttara or pipili toll then i will request Nimapara ps to allow me.,[]
135,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Don't know why this tweet.

An information only or a way to downgrade seriousness of Covid-19?

I don't buy d idea that this man is not aware of seriousness of Covid-19.

May b, lockdown detailed his thinking.  https://twitter.com/chetan_bhagat/status/1247408100966928384 …",[]
136,1.25E+18,1.25E+18,1.59E+12,07-04-2020,There’ll be an economic depression all over the world now because of covid. Stopping the spreading of coronavirus is more important right now or the economy will be much worse than what it’ll be because of a lockdown.,[]
137,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"15th April? What do you think will happen? 

Wll we stll be in lckdwn or going to our offices / markets as if nothing happened. Even tougher to manage will be partial opening in Indian scenario. Not an easy call,isnt it?

What will u do if u were Modi? 
#lockdown #Covid_19","['#lockdown', '#covid_19']"
138,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"We are strictly following 21 days lockdown from last 14 days to restrict stage 3 Covid 19 pandemic. And hopeful to get more data from China to save people. 
 Humanity is not only China, America or India, its entire world.
Let's work together for ALL.",[]
139,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"In the fight against coronavirus or COVID-19 pandemic, first it was ignored, then lockdown, now plans for a graded response, according to a document put out by the health ministry. It’s called Containment Plan for Large Outbreaks of Covid-19.

 https://www.newsclick.in/COronavirus-COVID-19-India-Health-Modi-Government-Graded-Lockdown …",[]
140,1.25E+18,1.25E+18,1.59E+12,07-04-2020,Please sir... Where is the proof of death????I promise that I always want to show proof of coronavirus or COVID or death or rape or sex or military or army or soldiers .... I promise that I take hold of lockdown 2 years will lead continous but unchange my final decision sir...,[]
141,1.25E+18,1.25E+18,1.59E+12,07-04-2020,Hi @ArvindKejriwal @LtGovDelhi @DelhiPolice i would like to know if any action will be taken against these people or now its okay to do so? 1. They are gathering for a meeting openly during the lockdown period. 2.They are calling for open discrimination against Muslims. #Covid_19 pic.twitter.com/4sYGnbw2rR,['#covid_19']
142,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"I agree its tough to handle lockdown. But kuchh aise aise log influencer or blogger ban gaye hai jinhe dekh ke social media se vishwas uthjaye.
#lockdowneffect #Lockdown21 #Covid_19 #SanghiTwitter","['#lockdowneffect', '#lockdown21', '#covid_19', '#sanghitwitter']"
143,1.25E+18,1.25E+18,1.59E+12,07-04-2020,"Ok Ok! I got it what you have learnt cooking recently or you knew. Now stop posting it everyday. Tired seeing Samosa, Pao Bhaji, Crispy Corn, Cake etc etc in #whatsapp story / #instagram post & story / #facebook #lockdowneffect #lockdown #QuaratineLife #Covid_19","['#whatsapp', '#instagram', '#facebook', '#lockdowneffect', '#lockdown', '#quaratinelife', '#covid_19']"
144,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"""There is no black or white answer, and no silver bullet. Masks alone cannot stop the #COVID19 pandemic. Countries must continue to find, test, isolate and treat every case and trace every contact""
#Covid_19 #CoronaVirusUpdate #COVID19 #lockdowneffect #lockdown #mondaythoughts","['#covid19', '#covid_19', '#coronavirusupdate', '#covid19', '#lockdowneffect', '#lockdown', '#mondaythoughts']"
145,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"In order to prevent the spread of Covid-19 virus, all transport facilities, train travel or air flight must be stopped, International borders should be sealed. Lockdown must be strictly followed. #कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
146,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"If a person is infected with COVID-19, he or she may not have symptoms earlier as there is an incubation period of 2-14 days before the symptoms appear. During this period he becomes a potential carrier to spread the infection to others. So Support Lockdown
#कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
147,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"If a person is infected with COVID-19, he or she may not have symptoms earlier as there is an incubation period of 2-14 days before the symptoms appear. During this period he becomes a potential carrier to spread the infection to others. So Support Lockdown
#कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
148,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"Friends muje tho ye lagta h ki government ko 1 kaam or kar na chiye ki jo log lockdown ke baad bhi  bhar nikal rahe h unko government ko coronavirus se juj rhe h usko unki sheva ke liye laga dena chiye 
#aajtak #APBNews #Covid_19 #tej #NDTV #NDTVNewsBeeps #Narendermodiji #Modiji","['#aajtak', '#apbnews', '#covid_19', '#tej', '#ndtv', '#ndtvnewsbeeps', '#narendermodiji', '#modiji']"
149,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"Friends muje tho ye lagta h ki government ko 1 kaam or kar na chiye ki jo log lockdown ke baad bhi  bhar nikal rahe h unko government ko coronavirus se juj rhe h usko unki sheva ke liye laga dena chiye 
#aajtak #APBNews #Covid_19 #tej #NDTV #NDTVNewsBeeps #Narendermodiji #Modiji – at Azadpur","['#aajtak', '#apbnews', '#covid_19', '#tej', '#ndtv', '#ndtvnewsbeeps', '#narendermodiji', '#modiji']"
150,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"@maalaimalar

 This is True News or not?
Lockdown will be Extended to next 28 days?

 Photo had been spread, like above said details published in @maalaimalar
#lockdownindia
#Covid_19india
@PIBFactCheck @PoliceTamilnadu @chennaicorp @pibchennai @PIB_India","['#lockdownindia', '#covid_19india']"
151,1.25E+18,1.25E+18,1.59E+12,06-04-2020,Looking at the data of COVID-19 cases in Pakistan Punjab gov specially should push authorities for more stick lock down or the situation may get out of control... The graph of other regions is much flatter then the spike Punjab is taking...  pic.twitter.com/JlPdBI4GXU,[]
152,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"Lockdown Officially Extended Until 15 April.. 😂
Is Lockdown Only Option Or An Excuse? 😣😓
nepalgov @nepalmeme 🤣🤣
#lockdown2020 #extended #coronavirus #covid_19 #nepal @ Kathmandu, Nepal  https://www.instagram.com/p/B-ox3CzJt85/?igshid=d33ndu3rybhv …","['#lockdown2020', '#extended', '#coronavirus', '#covid_19', '#nepal']"
153,1.25E+18,1.25E+18,1.59E+12,06-04-2020,It is surprising how  China has contained spread of pandemic covid 19 so early? Is it because of complete lockdown? Or developed medicines to mitigate the crisis?,[]
154,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"If a person is infected with COVID-19, he or she may not have symptoms earlier as there is an incubation period of 2-14 days before the symptoms appear. During this period he becomes a potential carrier to spread the infection to others. So Support Lockdown
#कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
155,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"One has to understand the science behind the transmission, pattern and outcome of COVID-19. Then it'll become easy to follow Lockdown. 80% of infected patients have no symptoms or mild symptoms and they are silent carriers of the disease. 
#कोरोना_हराओ_देश_बचाओ and Lockdown",['#कोरोना_हराओ_देश_बचाओ']
156,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"One has to understand the science behind the transmission, pattern and outcome of COVID-19. Then it'll become easy to follow Lockdown. 80% of infected patients have no symptoms or mild symptoms and they are silent carriers of the disease. 
#कोरोना_हराओ_देश_बचाओ and Lockdown",['#कोरोना_हराओ_देश_बचाओ']
157,1.25E+18,1.24E+18,1.59E+12,06-04-2020,For now COVID-19 cases are approximately doubling every 4 days. 20% growth everyday. I expect this to happen till April 8 around 7000 cases. Then the effect of lockdown enforced on 25th March should show. If it is as effective as Italy or Spain growth should drop to 7%,[]
158,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"In order to prevent the spread of Covid-19 virus, all transport facilities, train travel or air flight must be stopped, International borders should be sealed. Lockdown must be strictly followed. #कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
159,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"One has to understand the science behind the transmission, pattern and outcome of COVID-19. Then it'll become easy to follow Lockdown. 80% of infected patients have no symptoms or mild symptoms and they are silent carriers of the disease. 
#कोरोना_हराओ_देश_बचाओ and Lockdown",['#कोरोना_हराओ_देश_बचाओ']
160,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"In order to prevent the spread of Covid-19 virus, all transport facilities, train travel or air flight must be stopped, International borders should be sealed. Lockdown must be strictly followed. #कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
161,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"In order to prevent the spread of Covid-19 virus, all transport facilities, train travel or air flight must be stopped, International borders should be sealed. Lockdown must be strictly followed. #कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
162,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"One has to understand the science behind the transmission, pattern and outcome of COVID-19. Then it'll become easy to follow Lockdown. 80% of infected patients have no symptoms or mild symptoms and they are silent carriers of the disease. #कोरोना_हराओ_देश_बचाओ and Lockdown",['#कोरोना_हराओ_देश_बचाओ']
163,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"If a person is infected with COVID-19, he or she may not have symptoms earlier as there is an incubation period of 2-14 days before the symptoms appear. During this period he becomes a potential carrier to spread the infection to others. So Support Lockdown
#कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
164,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"If a person is infected with COVID-19, he or she may not have symptoms earlier as there is an incubation period of 2-14 days before the symptoms appear. During this period he becomes a potential carrier to spread the infection to others. So Support Lockdown #कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
165,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"In order to prevent the spread of Covid-19 virus, all transport facilities, train travel or air flight must be stopped, International borders should be sealed. Lockdown must be strictly followed. #कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
166,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"If a person is infected with COVID-19, he or she may not have symptoms earlier as there is an incubation period of 2-14 days before the symptoms appear. During this period he becomes a potential carrier to spread the infection to others. So Support Lockdown
#कोरोना_हराओ_देश_बचाओ",['#कोरोना_हराओ_देश_बचाओ']
167,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"One has to understand the science behind the transmission, pattern and outcome of COVID-19. Then it'll become easy to follow Lockdown. 80% of infected patients have no symptoms or mild symptoms and they are silent carriers of the disease. 
#कोरोना_हराओ_देश_बचाओ and Lockdown",['#कोरोना_हराओ_देश_बचाओ']
168,1.25E+18,1.25E+18,1.59E+12,06-04-2020,"I am requesting @DelhiPwd to repair all the major road of capital city in this #lockdown period due to #Covid_19, because roads are empty or having very less traffic nowadays....cc to @ArvindKejriwal @TransportDelhi","['#lockdown', '#covid_19']"
169,1.25E+18,1.25E+18,1.59E+12,05-04-2020,"Not sure what’s weirder. The 24/7 Dubai lockdown or the relentless emails I receive from businesses I used once, 10-15 years ago, and how they’re going to keep me safe from #Covid_19!",['#covid_19']
170,1.25E+18,1.25E+18,1.59E+12,05-04-2020,"Have we reached the point of ‘night of the long knives’ in this real life retelling of the historical tale or not? 

#CoronavirusPandemic #lockdown #Covid_19 #COVID19outbreak https://twitter.com/iamnarendranath/status/1246720171533676544 …","['#coronaviruspandemic', '#lockdown', '#covid_19', '#covid19outbreak']"
171,1.25E+18,1.25E+18,1.59E+12,05-04-2020,I feel lockdown was too early for India. There is not much evidence in India that covid 19 has spread when a person travelled in a train or had contacted people for brief moment.,[]
172,1.25E+18,1.25E+18,1.59E+12,05-04-2020,"Some changes occurred during #covid19outbreak seems irreversible. A lot of people who left metropolitan cities amid lockdown or fear of the pandemic will never come back.
It is not true only for India but almost for every metropolitan of the world!
#globaleconomies #Covid_19india","['#covid19outbreak', '#globaleconomies', '#covid_19india']"
173,1.25E+18,1.25E+18,1.59E+12,04-04-2020,"@ArvindKejriwal @msisodia please let us know,  the adjustment of School fee, which already paid to schools for the month of March and April 2020. Due to lockdown or Covid 19, Kids was not attend a single day in School. 
Please share the solution to all pa",[]
174,1.25E+18,1.25E+18,1.59E+12,04-04-2020,Compny ne bahut galat kiya hai indiabulls ke employee 3500 ko ek santh tarmineat kr diya or without notification or without notice period PR kiya hai aise me covid 19 me lockdown ke samay me kha jayege sare employee kai employee ki emi or family manten krna hai aise me,[]
175,1.25E+18,1.25E+18,1.59E+12,04-04-2020,"Looking at the current scenario of #Covid_19 in India. #Government should allow the delivery of non-essential items too from Amazon, Flipkart or any other e-commerce website & extend the lockdown to be on safer side.  pic.twitter.com/gcxynk02OF","['#covid_19', '#government']"
176,1.25E+18,1.25E+18,1.59E+12,04-04-2020,"Sighting near the Mumbai High offshore oil field 😍. 

All others species got the space in this COVID-19 lockdown whether it's be Birds, fishes or mountains.  pic.twitter.com/NGXWhM1OBO",[]
177,1.25E+18,1.25E+18,1.59E+12,04-04-2020,@RahulGandhi @priyankagandhi #SoniaGandhi please make it public what is your contribution to poor people to bring them back 2their feet due to Covid-19 lockdown. If monetarily or non-monetarily then u have no rights to ask any question to BJP government o,['#soniagandhi']
178,1.25E+18,1.25E+18,1.59E+12,04-04-2020,"Which type of recession will come in India?
V,W,L,U, or Square Shape.
@moneycontrolcom @nsitharaman @Abhishekkar_ @FinancialXpress #lockdown #Covid_19 #Recession2020 @akshaykakade61 @milind_zuge @PMOIndia #finance #economy #Covid19XWorkFromHome #layoffs #MoneyHiest4","['#lockdown', '#covid_19', '#recession2020', '#finance', '#economy', '#covid19xworkfromhome', '#layoffs', '#moneyhiest4']"
179,1.25E+18,1.25E+18,1.59E+12,04-04-2020,"Covid-19 me lockdown ka ulangan krne wale desh drohi he emergency is exceptional, band ka virod or typical situation me apni jaan ko jokhim me dalkr janhit me Seva krne wale police or Dr nurse v vanya ksath jor jbrjasti marpit ya thukne wale sabhi antankwadi abi b ho jao savdhan",[]
180,1.25E+18,1.25E+18,1.59E+12,04-04-2020,"India will have to make this difficult ethical choice : between complete lockdown, or restarting the economy. Agree with @kaushikcbasu that number of lives we could lose with economic collapse could well exceed the pandemic affected numbers if we continue the shutdown. #Covid_19 https://twitter.com/ndtv/status/1246133667442941963 …",['#covid_19']
181,1.25E+18,1.25E+18,1.59E+12,03-04-2020,Hotel Running During LOCKDOWN Period Not Following SOCIAL Distancing  or 144 Rules. Its is Request to take immediate and necessary action Against #SHANGAI FAST FOOD CORNER. ADD Opp Hanuman Mandir khar Danpada khar west Mumbai 52 @CPMumbaiPolice @DGPMaharashtra @MhatreViru #COVID,"['#shangai', '#covid']"
182,1.25E+18,1.25E+18,1.59E+12,03-04-2020,"Learn from India, be humble and doesn't matter whether it's a developed or developing nation, covid doesn't know that. So learn from the best practices and lock down strictly. Then work on health care reach to all corners. This is leadership a la minute.  https://twitter.com/CNN/status/1246093885945905153 …",[]
183,1.25E+18,1.25E+18,1.59E+12,03-04-2020,"The curfew or lock down is working well and really really need to thank @PMOIndia, @CMOTamilNadu,  @FinMinIndia, medical team, police, media & volunteers etc.
We need to keep our motive active and reach our objective of no one should get affected by Covid-19. Thank you,",[]
